sex,chest(inch,waist,hip,height,shoes,recommend_mil_top,recommend_mil_pants,recommend_mil_jacket,recommend_inner,recommend_T-shirts,recommend_underpants,recommend_shoes
men,38,31,39,177,265,95-M-173,75-173,95-173,95,95,95,265
men,44,38,46,185,280,110-M-185,95-185,115-183,110,110,115,280
men,48,42,48,181,280,120-M-178,105-178,115-183,120,120,120,280
men,41,33,41,176,270,100-M-173,80-173,100-173,100,100,100,270
men,37,30,39,172,270,90-M-173,75-173,90-173,90,90,95,270
men,44,35,43,174,285,110-M-173,85-173,115-173,110,110,105,285
men,37,31,39,172,260,90-M-173,75-173,90-173,90,90,95,260
men,40,33,41,172,270,100-M-173,80-173,100-173,100,100,100,270
men,38,31,39,179,275,95-M-178,75-178,95-178,95,95,95,275
men,40,31,39,170,265,100-M-168,75-168,100-168,100,100,95,265
men,38,30,39,184,275,95-M-178,75-178,95-178,95,95,95,275
men,40,32,41,173,260,100-M-173,80-173,100-173,100,100,100,260
men,39,34,43,180,280,95-M-178,85-178,95-178,95,95,105,280
men,41,33,41,182,280,100-M-178,80-178,100-178,100,100,100,280
men,39,32,41,179,275,95-M-178,80-178,95-178,95,95,100,275
men,44,38,47,182,290,110-M-178,95-178,115-183,110,110,115,290
men,44,36,45,174,275,110-M-173,90-173,115-173,110,110,110,275
men,40,31,39,185,285,100-M-185,75-185,100-178,100,100,95,285
men,36,30,39,177,265,90-M-173,75-173,95-173,90,90,95,265
men,47,37,45,175,285,115-M-178,90-173,115-173,115,115,110,285
men,39,32,41,180,275,95-M-178,80-178,95-178,95,95,100,275
men,40,32,41,177,275,100-M-173,80-173,100-173,100,100,100,275
men,39,32,41,179,280,95-M-178,80-178,95-178,95,95,100,280
men,42,36,43,167,265,105-M-168,90-168,105-173,105,105,105,265
men,38,30,39,175,275,95-M-173,75-173,95-173,95,95,95,275
men,36,29,37,172,270,90-M-173,70-173,90-173,90,90,90,270
men,41,32,40,178,270,100-M-178,80-178,100-178,100,100,100,270
men,41,35,43,171,270,100-M-173,85-173,100-173,100,100,105,270
men,39,31,39,175,270,95-M-173,75-173,95-173,95,95,95,270
men,46,42,49,176,285,115-M-178,105-178,115-173,115,115,120,285
men,44,36,44,177,270,110-M-173,90-173,115-173,110,110,110,270
men,37,32,40,175,265,90-M-173,80-173,90-173,90,90,100,265
men,40,31,39,167,245,100-M-168,75-168,100-168,100,100,95,245
men,39,33,41,168,265,95-M-168,80-168,95-168,95,95,100,265
men,38,33,41,172,265,95-M-173,80-173,95-173,95,95,100,265
men,36,30,38,178,270,90-M-178,75-178,95-178,90,90,95,270
men,41,37,43,174,275,100-M-173,90-173,100-173,100,100,105,275
men,38,31,39,179,270,95-M-178,75-178,95-178,95,95,95,270
men,43,36,45,183,270,105-M-178,90-178,105-178,105,105,110,270
men,40,36,45,175,270,100-M-173,90-173,100-173,100,100,110,270
men,38,35,43,173,280,95-M-173,85-173,95-173,95,95,105,280
men,38,35,43,177,275,95-M-173,85-173,95-173,95,95,105,275
men,46,42,49,192,300,115-M-185,105-178,115-183,115,115,120,300
men,37,32,41,173,270,90-M-173,80-173,90-173,90,90,100,270
men,40,35,42,183,275,100-M-178,85-178,100-178,100,100,105,275
men,39,35,43,168,265,95-M-168,85-168,95-168,95,95,105,265
men,41,35,43,183,285,100-M-178,85-178,100-178,100,100,105,285
men,36,30,39,175,270,90-M-173,75-173,90-173,90,90,95,270
men,38,35,42,168,255,95-M-168,85-168,95-168,95,95,105,255
men,42,37,44,188,300,105-M-185,90-185,105-187,105,105,110,300
men,37,32,41,179,275,90-M-178,80-178,95-178,90,90,100,275
men,38,33,40,175,275,95-M-173,80-173,95-173,95,95,100,275
men,45,36,45,177,280,110-M-173,90-173,115-173,110,110,110,280
men,45,36,45,169,265,110-M-173,90-168,115-173,110,110,110,265
men,46,38,47,176,270,115-M-178,95-173,115-173,115,115,115,270
men,40,33,41,174,270,100-M-173,80-173,100-173,100,100,100,270
men,41,33,41,180,280,100-M-178,80-178,100-178,100,100,100,280
men,38,30,39,170,265,95-M-168,75-168,95-168,95,95,95,265
men,39,32,41,175,260,95-M-173,80-173,95-173,95,95,100,260
men,41,33,41,175,270,100-M-173,80-173,100-173,100,100,100,270
men,45,37,45,178,270,110-M-178,90-178,115-173,110,110,110,270
men,38,29,38,178,270,95-M-178,75-178,95-178,95,95,95,270
men,44,36,44,181,270,110-M-178,90-178,115-183,110,110,110,270
men,39,31,39,170,260,95-M-168,75-168,95-168,95,95,95,260
men,40,31,39,176,270,100-M-173,75-173,100-173,100,100,95,270
men,37,33,41,176,265,90-M-173,80-173,95-173,90,90,100,265
men,40,35,43,183,280,100-M-178,85-178,100-178,100,100,105,280
men,40,33,41,167,270,100-M-168,80-168,100-168,100,100,100,270
men,40,33,41,171,265,100-M-173,80-173,100-173,100,100,100,265
men,38,32,40,177,270,95-M-173,80-173,95-173,95,95,100,270
men,42,36,44,174,275,105-M-173,90-173,105-173,105,105,110,275
men,44,38,46,180,275,110-M-178,95-178,115-183,110,110,115,275
men,37,30,38,172,265,90-M-173,75-173,90-173,90,90,95,265
men,45,38,45,171,275,110-M-173,95-173,115-173,110,110,110,275
men,43,35,43,173,280,105-M-173,85-173,105-173,105,105,105,280
men,37,31,39,172,260,90-M-173,75-173,90-173,90,90,95,260
men,45,35,43,169,270,110-M-173,85-168,115-173,110,110,105,270
men,43,35,43,177,275,105-M-173,85-173,105-173,105,105,105,275
men,41,34,42,176,275,100-M-173,85-173,100-173,100,100,105,275
men,40,35,43,176,270,100-M-173,85-173,100-173,100,100,105,270
men,39,33,41,178,265,95-M-178,80-178,95-178,95,95,100,265
men,36,32,41,175,260,90-M-173,80-173,90-173,90,90,100,260
men,40,36,43,173,270,100-M-173,90-173,100-173,100,100,105,270
men,42,37,45,171,265,105-M-173,90-173,105-173,105,105,110,265
men,42,36,44,180,280,105-M-178,90-178,105-178,105,105,110,280
men,37,31,39,176,265,90-M-173,75-173,95-173,90,90,95,265
men,44,40,46,178,275,110-M-178,100-178,115-173,110,110,115,275
men,40,33,40,181,270,100-M-178,80-178,100-178,100,100,100,270
men,37,32,40,169,270,90-M-168,80-168,90-168,90,90,100,270
men,38,30,38,174,265,95-M-173,75-173,95-173,95,95,95,265
men,45,41,47,172,270,110-M-173,100-173,115-173,110,110,115,270
men,35,31,37,170,255,90-M-168,75-168,90-168,90,90,90,255
men,38,32,40,185,270,95-M-185,80-185,95-178,95,95,100,270
men,38,32,40,173,270,95-M-173,80-173,95-173,95,95,100,270
men,37,31,39,173,265,90-M-173,75-173,90-173,90,90,95,265
men,38,31,39,182,280,95-M-178,75-178,95-178,95,95,95,280
men,43,35,43,178,275,105-M-178,85-178,105-178,105,105,105,275
men,38,32,40,171,270,95-M-173,80-173,95-173,95,95,100,270
men,40,34,42,174,270,100-M-173,85-173,100-173,100,100,105,270
men,39,33,41,174,270,95-M-173,80-173,95-173,95,95,100,270
men,42,35,43,180,270,105-M-178,85-178,105-178,105,105,105,270
men,37,30,38,178,265,90-M-178,75-178,95-178,90,90,95,265
men,45,39,45,167,265,110-M-173,95-173,115-173,110,110,110,265
men,43,35,43,175,280,105-M-173,85-173,105-173,105,105,105,280
men,40,34,42,172,270,100-M-173,85-173,100-173,100,100,105,270
men,38,32,40,170,265,95-M-168,80-168,95-168,95,95,100,265
men,40,35,43,171,270,100-M-173,85-173,100-173,100,100,105,270
men,38,32,40,175,270,95-M-173,80-173,95-173,95,95,100,270
men,37,30,38,173,260,90-M-173,75-173,90-173,90,90,95,260
men,43,34,42,184,270,105-M-178,85-178,105-178,105,105,105,270
men,41,33,41,182,270,100-M-178,80-178,100-178,100,100,100,270
men,39,32,40,183,280,95-M-178,80-178,95-178,95,95,100,280
men,41,35,43,181,285,100-M-178,85-178,100-178,100,100,105,285
men,38,31,39,178,260,95-M-178,75-178,95-178,95,95,95,260
men,42,34,42,175,280,105-M-173,85-173,105-173,105,105,105,280
men,42,36,44,181,270,105-M-178,90-178,105-178,105,105,110,270
men,58,55,60,185,290,145-M-185,140-185,115-183,125,125,125,290
men,41,34,42,174,275,100-M-173,85-173,100-173,100,100,105,275
men,36,28,36,172,260,90-M-173,70-173,90-173,90,90,90,260
men,39,33,41,171,270,95-M-173,80-173,95-173,95,95,100,270
men,42,35,43,175,270,105-M-173,85-173,105-173,105,105,105,270
men,44,36,44,174,270,110-M-173,90-173,115-173,110,110,110,270
men,40,36,44,165,250,100-M-168,90-168,100-168,100,100,110,250
men,43,37,45,168,265,105-M-168,90-168,105-173,105,105,110,265
men,39,32,41,181,270,95-M-178,80-178,95-178,95,95,100,270
men,39,35,41,180,280,95-M-178,85-178,95-178,95,95,100,280
men,47,37,45,173,275,115-M-178,90-173,115-173,115,115,110,275
men,42,37,45,173,270,105-M-173,90-173,105-173,105,105,110,270
men,41,34,42,180,280,100-M-178,85-178,100-178,100,100,105,280
men,50,43,50,184,295,125-M-185,105-178,115-183,125,125,125,295
men,38,30,38,163,255,95-M-168,75-168,95-168,95,95,95,255
men,50,40,48,180,275,125-M-185,100-178,115-183,125,125,120,275
men,44,36,44,164,270,110-M-173,90-168,115-173,110,110,110,270
men,43,36,44,172,265,105-M-173,90-173,105-173,105,105,110,265
men,44,40,48,170,280,110-M-173,100-173,115-173,110,110,120,280
men,38,33,41,170,260,95-M-168,80-168,95-168,95,95,100,260
men,41,32,40,177,270,100-M-173,80-173,100-173,100,100,100,270
men,39,30,39,166,260,95-M-168,75-168,95-168,95,95,95,260
men,40,31,39,171,260,100-M-173,75-173,100-173,100,100,95,260
men,43,32,40,179,270,105-M-178,80-178,105-178,105,105,100,270
men,48,43,50,187,300,125-M-185,105-178,115-183,120,120,125,300
men,45,39,46,172,275,110-M-173,95-173,115-173,110,110,115,275
men,39,33,41,182,265,95-M-178,80-178,95-178,95,95,100,265
men,41,34,42,168,255,100-M-168,85-168,100-168,100,100,105,255
men,40,34,42,170,270,100-M-168,85-168,100-168,100,100,105,270
men,39,32,40,180,270,95-M-178,80-178,95-178,95,95,100,270
men,37,30,38,171,260,90-M-173,75-173,90-173,90,90,95,260
men,42,36,45,170,265,105-M-168,90-168,105-173,105,105,110,265
men,45,37,45,179,280,110-M-178,90-178,115-173,110,110,110,280
men,42,37,45,178,280,105-M-178,90-178,105-178,105,105,110,280
men,39,31,39,181,270,95-M-178,75-178,95-178,95,95,95,270
men,41,33,41,175,270,100-M-173,80-173,100-173,100,100,100,270
men,46,38,45,170,265,115-M-178,95-173,115-173,115,115,110,265
men,41,35,42,168,260,100-M-168,85-168,100-168,100,100,105,260
men,45,36,44,174,275,110-M-173,90-173,115-173,110,110,110,275
men,40,32,40,173,260,100-M-173,80-173,100-173,100,100,100,260
men,42,38,46,178,275,105-M-178,95-178,105-178,105,105,115,275
men,47,39,47,188,295,115-M-185,95-185,115-183,115,115,115,295
men,38,32,40,167,260,95-M-168,80-168,95-168,95,95,100,260
men,45,39,47,172,265,110-M-173,95-173,115-173,110,110,115,265
men,41,35,43,170,260,100-M-168,85-168,100-168,100,100,105,260
men,37,33,41,170,270,90-M-168,80-168,90-168,90,90,100,270
men,42,37,45,176,280,105-M-173,90-173,105-173,105,105,110,280
men,40,31,39,175,275,100-M-173,75-173,100-173,100,100,95,275
men,39,35,43,178,275,95-M-178,85-178,95-178,95,95,105,275
men,41,32,40,170,265,100-M-168,80-168,100-168,100,100,100,265
men,42,32,40,177,260,105-M-173,80-173,105-173,105,105,100,260
men,39,30,38,167,265,95-M-168,75-168,95-168,95,95,95,265
men,39,33,41,175,270,95-M-173,80-173,95-173,95,95,100,270
men,42,37,45,166,265,105-M-168,90-168,105-173,105,105,110,265
men,42,35,43,172,260,105-M-173,85-173,105-173,105,105,105,260
men,41,37,45,174,265,100-M-173,90-173,100-173,100,100,110,265
men,46,41,49,181,290,115-M-178,100-178,115-183,115,115,120,290
men,36,31,39,175,270,90-M-173,75-173,90-173,90,90,95,270
men,38,32,40,162,255,95-M-168,80-168,95-168,95,95,100,255
men,39,33,41,170,265,95-M-168,80-168,95-168,95,95,100,265
men,42,36,44,175,275,105-M-173,90-173,105-173,105,105,110,275
men,45,37,45,170,275,110-M-173,90-168,115-173,110,110,110,275
men,48,42,50,179,270,120-M-178,105-178,115-173,120,120,125,270
men,42,34,42,177,280,105-M-173,85-173,105-173,105,105,105,280
men,39,31,39,167,270,95-M-168,75-168,95-168,95,95,95,270
men,42,34,42,173,275,105-M-173,85-173,105-173,105,105,105,275
men,38,29,37,175,270,95-M-173,70-173,95-173,95,95,90,270
men,44,35,43,174,270,110-M-173,85-173,115-173,110,110,105,270
men,44,37,45,173,275,110-M-173,90-173,115-173,110,110,110,275
men,45,37,45,169,270,110-M-173,90-168,115-173,110,110,110,270
men,40,32,40,173,265,100-M-173,80-173,100-173,100,100,100,265
men,39,33,41,169,260,95-M-168,80-168,95-168,95,95,100,260
men,39,31,39,178,290,95-M-178,75-178,95-178,95,95,95,290
men,42,35,43,175,270,105-M-173,85-173,105-173,105,105,105,270
men,45,36,44,168,265,110-M-173,90-168,115-173,110,110,110,265
men,45,37,45,175,270,110-M-173,90-173,115-173,110,110,110,270
men,40,33,41,170,260,100-M-168,80-168,100-168,100,100,100,260
men,40,32,40,171,260,100-M-173,80-173,100-173,100,100,100,260
men,41,34,42,174,265,100-M-173,85-173,100-173,100,100,105,265
men,38,31,39,169,265,95-M-168,75-168,95-168,95,95,95,265
men,40,34,42,179,280,100-M-178,85-178,100-178,100,100,105,280
men,39,32,40,170,260,95-M-168,80-168,95-168,95,95,100,260
men,37,30,38,169,265,90-M-168,75-168,90-168,90,90,95,265
men,38,33,41,175,260,95-M-173,80-173,95-173,95,95,100,260
men,39,33,41,179,280,95-M-178,80-178,95-178,95,95,100,280
men,45,38,45,183,280,110-M-178,95-178,115-183,110,110,110,280
men,42,34,42,176,275,105-M-173,85-173,105-173,105,105,105,275
men,42,35,43,170,270,105-M-168,85-168,105-173,105,105,105,270
men,37,30,38,173,270,90-M-173,75-173,90-173,90,90,95,270
men,43,34,42,178,275,105-M-178,85-178,105-178,105,105,105,275
men,42,34,42,177,265,105-M-173,85-173,105-173,105,105,105,265
men,40,34,42,177,265,100-M-173,85-173,100-173,100,100,105,265
men,40,33,41,178,285,100-M-178,80-178,100-178,100,100,100,285
men,46,41,49,175,280,115-M-178,100-173,115-173,115,115,120,280
men,42,35,43,185,275,105-M-185,85-185,105-178,105,105,105,275
men,38,30,38,177,270,95-M-173,75-173,95-173,95,95,95,270
men,37,31,39,171,265,90-M-173,75-173,90-173,90,90,95,265
men,37,30,38,171,260,90-M-173,75-173,90-173,90,90,95,260
men,38,31,39,171,265,95-M-173,75-173,95-173,95,95,95,265
men,48,40,47,176,270,120-M-178,100-173,115-173,120,120,115,270
men,53,46,51,179,275,135-M-185,115-178,115-173,125,125,125,275
men,40,33,41,185,280,100-M-185,80-185,100-178,100,100,100,280
men,38,33,41,168,265,95-M-168,80-168,95-168,95,95,100,265
men,37,30,38,173,265,90-M-173,75-173,90-173,90,90,95,265
men,42,32,40,170,265,105-M-168,80-168,105-173,105,105,100,265
men,37,30,38,173,255,90-M-173,75-173,90-173,90,90,95,255
men,37,30,38,175,270,90-M-173,75-173,90-173,90,90,95,270
men,37,30,38,178,265,90-M-178,75-178,95-178,90,90,95,265
men,40,33,41,185,280,100-M-185,80-185,100-178,100,100,100,280
men,40,34,42,183,270,100-M-178,85-178,100-178,100,100,105,270
men,40,34,42,178,270,100-M-178,85-178,100-178,100,100,105,270
men,40,35,43,174,275,100-M-173,85-173,100-173,100,100,105,275
men,38,32,40,170,270,95-M-168,80-168,95-168,95,95,100,270
men,44,36,43,163,260,110-M-173,90-168,115-173,110,110,105,260
men,46,37,45,184,280,115-M-178,90-178,115-183,115,115,110,280
men,42,38,45,173,265,105-M-173,95-173,105-173,105,105,110,265
men,40,34,42,176,280,100-M-173,85-173,100-173,100,100,105,280
men,39,33,41,170,260,95-M-168,80-168,95-168,95,95,100,260
men,40,32,40,172,270,100-M-173,80-173,100-173,100,100,100,270
men,38,31,39,175,280,95-M-173,75-173,95-173,95,95,95,280
men,36,30,38,166,260,90-M-168,75-168,90-168,90,90,95,260
men,47,39,46,179,280,115-M-178,95-178,115-173,115,115,115,280
men,48,41,47,192,290,125-M-185,100-185,115-183,120,120,115,290
men,41,36,44,177,275,100-M-173,90-173,100-173,100,100,110,275
men,39,31,39,175,265,95-M-173,75-173,95-173,95,95,95,265
men,38,31,39,177,275,95-M-173,75-173,95-173,95,95,95,275
men,46,37,45,175,275,115-M-178,90-173,115-173,115,115,110,275
men,41,33,41,170,280,100-M-168,80-168,100-168,100,100,100,280
men,37,31,39,168,250,90-M-168,75-168,90-168,90,90,95,250
men,40,32,40,177,265,100-M-173,80-173,100-173,100,100,100,265
men,44,36,44,170,280,110-M-173,90-168,115-173,110,110,110,280
men,45,37,45,185,275,110-M-185,90-185,115-183,110,110,110,275
men,47,40,46,178,280,115-M-178,100-178,115-173,115,115,115,280
men,44,35,43,169,280,110-M-173,85-168,115-173,110,110,105,280
men,39,33,41,176,270,95-M-173,80-173,95-173,95,95,100,270
men,43,36,44,180,275,105-M-178,90-178,105-178,105,105,110,275
men,38,30,38,182,265,95-M-178,75-178,95-178,95,95,95,265
men,40,33,41,178,280,100-M-178,80-178,100-178,100,100,100,280
men,43,39,47,191,310,105-M-185,95-185,105-187,105,105,115,310
men,38,33,41,183,265,95-M-178,80-178,95-178,95,95,100,265
men,40,33,41,170,270,100-M-168,80-168,100-168,100,100,100,270
men,41,35,43,173,270,100-M-173,85-173,100-173,100,100,105,270
men,41,31,39,176,275,100-M-173,75-173,100-173,100,100,95,275
men,43,36,44,183,285,105-M-178,90-178,105-178,105,105,110,285
men,42,34,42,170,265,105-M-168,85-168,105-173,105,105,105,265
men,45,40,48,192,295,110-M-185,100-185,115-183,110,110,120,295
men,40,34,42,169,265,100-M-168,85-168,100-168,100,100,105,265
men,40,32,40,177,275,100-M-173,80-173,100-173,100,100,100,275
men,43,36,44,175,285,105-M-173,90-173,105-173,105,105,110,285
men,42,34,42,170,265,105-M-168,85-168,105-173,105,105,105,265
men,39,33,41,184,280,95-M-178,80-178,95-178,95,95,100,280
men,40,33,41,183,275,100-M-178,80-178,100-178,100,100,100,275
men,47,38,46,181,285,115-M-178,95-178,115-183,115,115,115,285
men,40,35,43,170,270,100-M-168,85-168,100-168,100,100,105,270
men,42,35,43,179,280,105-M-178,85-178,105-178,105,105,105,280
men,40,35,43,175,275,100-M-173,85-173,100-173,100,100,105,275
men,40,34,42,182,280,100-M-178,85-178,100-178,100,100,105,280
men,44,36,44,180,280,110-M-178,90-178,115-183,110,110,110,280
men,48,39,47,188,275,125-M-185,95-185,115-183,120,120,115,275
men,43,35,43,173,270,105-M-173,85-173,105-173,105,105,105,270
men,39,33,41,180,265,95-M-178,80-178,95-178,95,95,100,265
men,40,32,40,168,260,100-M-168,80-168,100-168,100,100,100,260
men,40,33,41,178,265,100-M-178,80-178,100-178,100,100,100,265
men,40,34,42,175,270,100-M-173,85-173,100-173,100,100,105,270
men,37,30,38,175,265,90-M-173,75-173,90-173,90,90,95,265
men,40,34,42,174,290,100-M-173,85-173,100-173,100,100,105,290
men,42,36,44,175,275,105-M-173,90-173,105-173,105,105,110,275
men,36,29,38,187,280,90-M-185,75-185,95-187,90,90,95,280
men,38,32,40,171,275,95-M-173,80-173,95-173,95,95,100,275
men,47,41,47,184,275,115-M-178,100-178,115-183,115,115,115,275
men,43,37,45,183,275,105-M-178,90-178,105-178,105,105,110,275
men,39,34,42,174,265,95-M-173,85-173,95-173,95,95,105,265
men,42,36,44,170,270,105-M-168,90-168,105-173,105,105,110,270
men,48,43,50,178,270,120-M-178,105-178,115-173,120,120,125,270
men,44,40,48,166,270,110-M-173,100-173,115-173,110,110,120,270
men,40,36,44,175,290,100-M-173,90-173,100-173,100,100,110,290
men,39,30,38,183,260,95-M-178,75-178,95-178,95,95,95,260
men,45,39,46,176,280,110-M-173,95-173,115-173,110,110,115,280
men,34,28,37,170,260,90-M-168,70-173,90-168,90,90,90,260
men,40,32,40,178,280,100-M-178,80-178,100-178,100,100,100,280
men,44,32,40,180,285,110-M-178,80-178,115-183,110,110,100,285
men,42,32,40,168,260,105-M-168,80-168,105-173,105,105,100,260
men,35,28,38,177,260,90-M-173,75-173,95-173,90,90,95,260
men,46,38,46,170,265,115-M-178,95-173,115-173,115,115,115,265
men,36,30,38,160,250,90-M-168,75-168,90-168,90,90,95,250
men,36,28,37,169,260,90-M-168,70-173,90-168,90,90,90,260
men,43,33,41,178,275,105-M-178,80-178,105-178,105,105,100,275
men,42,34,42,176,265,105-M-173,85-173,105-173,105,105,105,265
men,41,37,45,175,270,100-M-173,90-173,100-173,100,100,110,270
men,43,38,46,172,265,105-M-173,95-173,105-173,105,105,115,265
men,50,44,52,175,265,125-M-185,110-185,115-173,125,125,125,265
men,41,34,42,179,280,100-M-178,85-178,100-178,100,100,105,280
men,45,39,47,176,270,110-M-173,95-173,115-173,110,110,115,270
men,46,40,48,186,290,115-M-185,100-185,115-183,115,115,120,290
men,43,36,44,174,265,105-M-173,90-173,105-173,105,105,110,265
men,39,33,41,178,270,95-M-178,80-178,95-178,95,95,100,270
men,43,34,42,183,275,105-M-178,85-178,105-178,105,105,105,275
men,47,40,46,180,300,115-M-178,100-178,115-183,115,115,115,300
men,40,36,44,175,270,100-M-173,90-173,100-173,100,100,110,270
men,39,33,41,175,290,95-M-173,80-173,95-173,95,95,100,290
men,39,31,39,174,260,95-M-173,75-173,95-173,95,95,95,260
men,44,37,45,183,285,110-M-178,90-178,115-183,110,110,110,285
men,47,41,49,177,270,115-M-178,100-173,115-173,115,115,120,270
men,37,30,38,178,280,90-M-178,75-178,95-178,90,90,95,280
men,38,32,40,165,260,95-M-168,80-168,95-168,95,95,100,260
men,40,32,40,176,265,100-M-173,80-173,100-173,100,100,100,265
men,40,35,43,173,270,100-M-173,85-173,100-173,100,100,105,270
men,39,34,42,172,265,95-M-173,85-173,95-173,95,95,105,265
men,43,34,42,183,280,105-M-178,85-178,105-178,105,105,105,280
men,45,36,44,179,280,110-M-178,90-178,115-173,110,110,110,280
men,38,31,39,173,270,95-M-173,75-173,95-173,95,95,95,270
men,38,30,38,173,260,95-M-173,75-173,95-173,95,95,95,260
men,40,35,43,168,250,100-M-168,85-168,100-168,100,100,105,250
men,37,30,38,180,275,90-M-178,75-178,95-178,90,90,95,275
men,40,33,41,175,260,100-M-173,80-173,100-173,100,100,100,260
men,41,37,45,186,285,100-M-185,90-185,100-178,100,100,110,285
men,40,33,41,173,270,100-M-173,80-173,100-173,100,100,100,270
men,38,31,39,179,270,95-M-178,75-178,95-178,95,95,95,270
men,41,35,43,178,275,100-M-178,85-178,100-178,100,100,105,275
men,41,34,42,172,270,100-M-173,85-173,100-173,100,100,105,270
men,41,37,45,183,285,100-M-178,90-178,100-178,100,100,110,285
men,47,35,43,177,275,115-M-178,85-173,115-173,115,115,105,275
men,47,38,46,172,280,115-M-178,95-173,115-173,115,115,115,280
men,38,29,37,166,265,95-M-168,70-173,95-168,95,95,90,265
men,40,33,41,168,270,100-M-168,80-168,100-168,100,100,100,270
men,41,37,45,171,280,100-M-173,90-173,100-173,100,100,110,280
men,37,31,39,169,260,90-M-168,75-168,90-168,90,90,95,260
men,36,32,41,180,280,90-M-178,80-178,95-178,90,90,100,280
men,36,31,39,163,260,90-M-168,75-168,90-168,90,90,95,260
men,38,35,43,167,260,95-M-168,85-168,95-168,95,95,105,260
men,36,30,38,180,270,90-M-178,75-178,95-178,90,90,95,270
men,42,33,41,178,275,105-M-178,80-178,105-178,105,105,100,275
men,42,33,41,175,265,105-M-173,80-173,105-173,105,105,100,265
men,42,34,42,177,270,105-M-173,85-173,105-173,105,105,105,270
men,43,34,42,176,290,105-M-173,85-173,105-173,105,105,105,290
men,38,31,39,178,280,95-M-178,75-178,95-178,95,95,95,280
men,40,32,40,175,265,100-M-173,80-173,100-173,100,100,100,265
men,40,33,41,175,270,100-M-173,80-173,100-173,100,100,100,270
men,40,34,42,180,280,100-M-178,85-178,100-178,100,100,105,280
men,41,33,41,168,260,100-M-168,80-168,100-168,100,100,100,260
men,38,31,39,170,265,95-M-168,75-168,95-168,95,95,95,265
men,41,34,42,176,275,100-M-173,85-173,100-173,100,100,105,275
men,41,35,43,168,265,100-M-168,85-168,100-168,100,100,105,265
men,39,31,39,168,255,95-M-168,75-168,95-168,95,95,95,255
men,37,31,39,179,275,90-M-178,75-178,95-178,90,90,95,275
men,42,34,42,178,275,105-M-178,85-178,105-178,105,105,105,275
men,38,31,39,179,270,95-M-178,75-178,95-178,95,95,95,270
men,43,35,43,177,270,105-M-173,85-173,105-173,105,105,105,270
men,48,41,49,180,280,120-M-178,100-178,115-183,120,120,120,280
men,38,32,40,180,275,95-M-178,80-178,95-178,95,95,100,275
men,41,35,43,180,265,100-M-178,85-178,100-178,100,100,105,265
men,41,36,44,164,265,100-M-168,90-168,100-168,100,100,110,265
men,39,32,40,178,275,95-M-178,80-178,95-178,95,95,100,275
men,39,31,39,174,270,95-M-173,75-173,95-173,95,95,95,270
men,38,31,39,178,280,95-M-178,75-178,95-178,95,95,95,280
men,42,33,41,170,260,105-M-168,80-168,105-173,105,105,100,260
men,43,32,40,169,260,105-M-168,80-168,105-173,105,105,100,260
men,45,39,47,173,275,110-M-173,95-173,115-173,110,110,115,275
men,41,35,43,175,270,100-M-173,85-173,100-173,100,100,105,270
men,42,35,43,176,275,105-M-173,85-173,105-173,105,105,105,275
men,40,32,41,171,260,100-M-173,80-173,100-173,100,100,100,260
men,44,35,43,178,285,110-M-178,85-178,115-173,110,110,105,285
men,41,33,41,167,265,100-M-168,80-168,100-168,100,100,100,265
men,41,33,41,167,270,100-M-168,80-168,100-168,100,100,100,270
men,42,35,43,180,280,105-M-178,85-178,105-178,105,105,105,280
men,44,38,47,185,290,110-M-185,95-185,115-183,110,110,115,290
men,43,34,43,178,270,105-M-178,85-178,105-178,105,105,105,270
men,42,35,43,192,285,105-M-185,85-185,105-187,105,105,105,285
men,38,31,39,170,265,95-M-168,75-168,95-168,95,95,95,265
men,42,33,41,170,270,105-M-168,80-168,105-173,105,105,100,270
men,42,32,41,180,275,105-M-178,80-178,105-178,105,105,100,275
men,36,30,37,173,260,90-M-173,75-173,90-173,90,90,90,260
men,37,31,38,174,260,90-M-173,75-173,90-173,90,90,95,260
men,44,41,47,173,275,110-M-173,100-173,115-173,110,110,115,275
men,43,35,43,178,270,105-M-178,85-178,105-178,105,105,105,270
men,46,42,48,173,275,115-M-178,105-178,115-173,115,115,120,275
men,35,31,39,175,255,90-M-173,75-173,90-173,90,90,95,255
men,40,34,40,172,255,100-M-173,85-173,100-173,100,100,100,255
men,38,33,41,169,265,95-M-168,80-168,95-168,95,95,100,265
men,44,35,42,177,265,110-M-173,85-173,115-173,110,110,105,265
men,35,30,38,178,295,90-M-178,75-178,95-178,90,90,95,295
men,37,33,40,172,265,90-M-173,80-173,90-173,90,90,100,265
men,36,30,39,170,270,90-M-168,75-168,90-168,90,90,95,270
men,40,33,41,174,265,100-M-173,80-173,100-173,100,100,100,265
men,37,32,41,188,290,90-M-185,80-185,95-187,90,90,100,290
men,41,33,41,175,265,100-M-173,80-173,100-173,100,100,100,265
men,43,33,41,174,275,105-M-173,80-173,105-173,105,105,100,275
men,42,34,43,174,265,105-M-173,85-173,105-173,105,105,105,265
men,49,42,51,175,265,125-M-185,105-178,115-173,120,120,125,265
men,41,34,42,174,270,100-M-173,85-173,100-173,100,100,105,270
men,38,32,40,173,270,95-M-173,80-173,95-173,95,95,100,270
men,51,42,49,183,285,125-M-185,110-185,115-183,125,125,120,285
men,44,34,42,172,265,110-M-173,85-173,115-173,110,110,105,265
